dialogue1|dialogue2
6 50 37 6 3903 20 777 443 147 6|4 148 6
4 191 15 382 6 177 249 28 5413 20 1717 37 31 88 526 15 62 322 23 20 777 381 88 16 344 261 16 2978 75 20 2235 6|6 86 15 86 6 38 16 210 150 8983 80 88 3758 5620 31
5 235 589 31|3 382 31 177 384 3988 5612 224 776 93 37 3958 224 2617 4340 37
5 50 37|6 16 21 7764 14931 31
2 50 37 6 116 525 37 6|3 20 4402 14577 6 3858 59 32 4402 1865 6
3 97 15 221 15 97 6 97 6 97 97 15 11 73 303 681 31 16 110 374 6473 71 194 35 425 870 1877 1578 975 80 1154 17440 31|1 7436 15 62 2 8 17441 80 1154 17440 94 1 2 97 20 31
3 382 644 15 91 203 249 88 12930 381 31 44 395 15 44 16 353 71 4 553 16 9 354 37|5 382 15 11 1093 34 97 354 15 287 11 622 34 114 3081 31
5 1416 6 194 101 175 2106 458 126 23 20 245 80 16 482 38 71 38 20 550 20 425 195 31 20 2253 31 20 1217 925 38 10900 31|2 1217 37
1 382 6|6 176 220 882 16 37
2 422 92 31 27 28 37 392 15 8 330 4 71 31 16 129 1356 104 57 6 54 37 16 129 20 531 8682 8761 532 6 532 6 6|7 282 11 34 35 5180 8804 8805 15 35 1230 8806 75 114 28 8807 15 38 35 8808 8809 8810 4261 15 287 88 162 1159 31
4 152 6|1 404 15 165 30 220 31
6 50 129 64 67 15 20 14889 8719 37|7 230 2 224 2788 80 20 2181 15 242 164 16 3596 224 347 31
4 122 31|6 165 410 11667 15 410 11668 2250 31
3 80 728 6 296 303 510 302 1509 57 146 320 16 3915 34 20 872 6 28 37|5 88 58 1488 31
2 16 44 45 34 552 146 31|4 16 622 358 80 62 464 224 2312 15 44 45 16 37
7 32 15 50 176 4461 157 71 37|6 991 37
7 382 1059 15 11 73 74 94|6 382 11426 15 50 2 435 37
2 11 46 16 4 102 15 62 170 45 71 292 270 16 75 31|7 53 31 152 31
7 54 15 97 865 31 463 16 384 230 244 35 1335 37|7 122 15 3861 9151 31
2 3877 927 6|5 86 191 15 555 1060 3905 458 126 34 4 966 767 31
5 404 15 287 3857 63 75 8719 15 6441 55 74 4 114 3674 31|7 16 6 8720 6 3960 224 416 37
5 404 15 62 2 1960 6 172 58 45 120 1197 71 74 37|3 346 120 96 21 224 4222 31
5 191 15 5502 15 8204 458 126 1102 1494 6 3988 35 640 415 6 5502 261 11 170 664 27 326 482 249 16 15 11 3915 34 4 1207 1357 31|4 162 37
4 129 16 2692 37|2 261 242 757 19 88 242 17 458 126 150 57 1059 15 235 38 11 248 578 38 242 1515 88 242 176 45 46 4 1058 35 1035 75 20 299 31
2 86 3988 28 31 11 3864 102 50 11 170 486 31|5 97 15 11 348 11 8 96 162 4275 31 5502 37 3861 59 35 3573 833 80 10 31
7 122 6|6 6798 6 122 6
5 162 37 6|2 395 15 97 6 6
1 88 296 559 71 303 251 31|5 91 15 204 15 16 21 22 560 15 561 240 242 34 45 87 35 562 88 332 563 564 272 35 565 31 16 15 566 34 87 20 318 80 35 195 244 245 567 31 245 567 80 568 38 569 104 20 570 80 116 120 571 224 472 19 15 38 88 58 172 242 44 45 44 62 6 11 44 45 358 88 170 114 572 6
6 53 114 221 6 53 114 221 6|7 58 24 25 37
5 11 44 45 102 6 16 161 5 240 175 1341 6|1 29 6 16 17 75 4944 15 1843 37 16 654 239 1860 4361 6
1 2640 6 16 463 3248 71 92 75 20 79 80 552 195 2 3249 15 97 3250 15 38 11 210 882 114 526 19 80 1 70 88 6|6 153 15 57 58 1486 94 62 123 75 9 2306 80 20 599 15 64 457 41 20 3251 31
4 849 71 15 3861 203 15 3861 458 126 34 4 193 16 74 15 3871 21 35 7925 75 114 3674 31 50 129 16 291 37|1 3861 203 31 287 419 15 382 15 53 15 7488 324 20 93 15 177 6903 35 1579 80 399 271 20 3075 15 11 463 150 62 18 217 31
2 44 16 318 47 37|1 242 228 62 170 296 18 4 23 63 1685 15 5502 37
7 3861 32 166 88 3988 230 31|7 230 11 83 6
7 8 419|4 849 71 37
5 53 114 221 6|3 242 3864 654 648 503 80 16 921 37
2 384 175 597 31|5 404 15 404 597 31
1 29 15 3858 1607 10196 19 31 11 283 15 320 16 162 70 47 31|3 11 44 6 32 277 6 11 3997 154 486 249 47 6 11 3997 701 15 15390
2 3858 35 700 1250 31 3903 15637 2143 120 2517 261 11 170 75 76 77 31|5 3858 224 10301 3513 38 3988 18 4 445 249 1062 700 3412 37
4 148 3903 640 6|3 86 6
5 1904 37 153 15 1960 230 13 240 37 6650 37 86 15 11 3864 102 320 7 332 50 62 3383 31|7 162 37 105 318 26 92 175 2294 31
7 86 15 58 45 88 640 37|7 819 31
7 382 31|4 382 31
4 382 6 50 596 4 16 37 172 3915 16 384 435 37|1 493 6
5 404 15 242 44 31 287 15 242 34 4 421 777 31|2 404 15 11 46 4 421 31 38 10527 44 45 16 48 92 38 150 240 35 675 37
4 91 15 11 102 16 482 1378 249 20 379 381 13 71 38 204 287 282 15 11 349 460 10983 249 62 27 390 38 11 110 8 318 59 4 445 249 62 31 27 28 37|3 1705 44 45 102 320 57 5554 3310 57 9789 15 287 395 15 204 58 28 74 1 31
7 11 73 203 15 395 94 11 8 180 11 463 654 47 1112 249 6642 921 15 16 102 94 172 176 236 38 6642 774 435 37|5 53 15 946 726 2625 170 555 226 31 53 15 11 73 203 15 88 2 20 833 80 381 11 44 31 105 529 435 946 6642 176 45 46 4 150 216 31 382 15 50 320 16 8 149 236 102 16 110 23 1308 4 3436 37
1 395 15 54 15 86 15 242 463 44 88 15 287 107 242 281 324 4 20 4488 4489 80 20 4490 15 11 170 15 395 15 293 2397 4 1942 24 271 16 31 282 177 242 106 15 395 15 282 15 578 107 249 15 395 15 4200 38 146 37 4491|4 53 221 15 204 15 11 210 59 44 57 31
7 5917 6 6|2 242 17 59 162 458 126 341 371 64 3722 9503 129 242 37
3 11 73 456 6 11 349 96 2023 6071 107 31|7 16 106 32 650 464 20 4313 31 11 170 162 4253 15 11 170 31
4 404 15 404 15 12316 58 12317 15 12317 30 443 80 444 31|5 382 15 322 16 600 71 35 12318 37 422 92 6 322 16 48 4 20 3190 37 6
7 53 15 11 710 4 12 13 715 31|2 710 4 12 13 47 31 710 4 6 3861 35 9786 38 11 3915 150 300 6 35 5451 9786 6 5451 6 6
5 292 37|2 3277 13797 6 7 170 114 375 1076 75 610 1812 15 862 90 525 390 11 403 26 4 23 114 535 38 7 228 97 31 44 16 102 172 37
4 122 31|7 419 230 15 242 1432 399 31
2 44 16 125 126 385 789 37 6 946 3858 7552 2188 6 120 1187 1917 80 12448 38 665 15 7357 4390 92 20 3136 80 20 360 120 2542 88 6910 70 31|6 50 713 37
3 13337 16 1223 20 870 6|7 404 15 62 170 165 5575 4 114 64 6
7 53 15 16 17 283 6|2 395 15 91 15 2893 94 16447 2652 94
1 242 358 235 229 23 67 303 13006 31|2 50 37
1 27 28 11 349 460 205 547 3447 249 57 15 946 11 125 126 23 35 410 1076 15 38 5064 11 83 35 410 1076 31 32 8 15 8 434 435 38 903 224 1216 31|3 530 15 16 129 35 410 1076 15 6257 20 3715 170 57 663 15 38 11 176 45 150 62 31 287 88 170 35 167 80 35 852 31 220 58 35 165 548 546 31
3 11 316 45 312 116 5192 4 189 4 845 31 382 15 16 349 11948 35 206 28 37|6 86 15 11 349 460 141 31
3 86 6 504 767 320 105 1432 1062 1037 552 14922 6|2 124 37 11693 1739 14929 37
5 382 31|6 382 6 153 15 530 88 3904 278 640 175 16 6
1 18560 31|3 44 45 1978 15 16 482 15 242 17 458 126 150 16 19 80 1 31
7 16 34 918 454 3126 31|2 59 552 269 6
6 116 525 37|2 326 1762 425 4321 4251 11 1509 27 20 443 31
6 4926 31|7 53 15 322 16 1225 320 11 3561 435 37 946 11 778 981 194 12 38 292 1193 254 371 3269 34 460 31
1 4032 6|6 1486 31
5 16 6|3 3858 20 3732 6 3929 18 49 9 9751 31
5 53 56 644 15 56 31 3988 103 35 425 15048 31|3 6753 15 11 358 242 229 882 19 20 112 4 1154 505 31
3 27 28 6 644 15 57 58 1256 6 11 283 15 62 2 640 15 287|2 11 102 15 62 2 640 6
1 320 16 46 4 1571 224 17473 15 8 504 6|5 50 37 1093 11 37
2 86 15 239 31|7 132 75 1 37
5 50 12361 12362 37|3 20 4251 88 21 71 20 10102 6 322 16 173 435 6 287 11 827 15 1226 64 173 1211 71 8 78 1 15 3877 458 126 500 4 358 88 11 3864 776 62 31 32 11 827 3936 3561 62 31 28 37 222 15 16 21 35 11267 38 9 6123 11 210 2219 37
6 153 15 101 16 973 71 31|4 16 4077 20 93 6
4 129 16 520 435 13 240 37|3 20 381 58 3862 11 385 13 220 3861 230 244 35 206 80 20 146 15 54 37 38 204 204 58 1283 851 31 32
7 236 2 21 232 692 15 28 37 220 276 640 2555 402 4286 31|6 11 102 31
3 148 15 11 318 1616 31|5 50 58 20 869 13 16 37 6 37
1 48 711 15 48 711 13 20 1754 31 1843 15 44 16 34 383 244 141 5228 37|7 395 15 20 1250 31
7 7 2 8 4059 31 16 161 993 28 75 2143 27 10560 1509 767 6|5 53 162 37 90 177 384 97 525 230 58 325 767 37
7 11 73 35 5587 31|3 16 17 35 5587 37 8650 2 35 5587 6
5 11 210 344 172 3903 775 4 4157 31|3 11 70 47 32 277 6
6 6969 5081 31 6969 6012 31 6969 4087 321 31 53 97 31 54 15 3988 27 2555 31|7 53 530 6 88 170 650 15 170 88 162 8 303 251 37 6
1 282 15 382 6 3988 20 525 292 784 62 15 237 37|4 86 15 946 11 170 979 104 16 15 59 946 11 335 3512 16 6
4 404 6 88 11 102 15 57 58 194 1756 12714 31|6 1756 12714 31 53 15 62 69 70 509 35 1789 1556 31
6 404 6 794 6 38 88 2 172|2 172 44 45 16 384 431 402 37 38 11 161 654 16 495 65 31
6 191 15 5502 11 1093 34 10909 75 7559 292 302 102 31 114 1147 228 120 21 20 9462 194 47 1147 15 13659 13660 31|2 50 170 47 416 37
5 120 87 35 572 31|4 122 6
3 191 15 32 15 347 244 20 8572 6|7 3861 203 31
5 53 86 15 11 8 1417 57 35 2058 80 16 38 482 106 3352 6267 104 71 6 3877 6164 71 4066 6 3877 1177 71 146 6 5062 402 37|3 239 6 254 129 20 1689 37
6 3861 203 31|1 1506 567 31 11 283 3897 460 453 1506 567 15 3929 20 296 195 6773 532 634 71 15 38 20 296 195 6990 532 94 31
2 86 15 4045 23 159 31 5502 15 346 3936 347 38 4917 20 468 80 16615 31|5 3988 458 126 452 9968 175 38 516 15 6918 836 37
1 122 31 395 15 11 34 460 75 20 2221 31 347 539 80 20 3739 3740 31|7 53 15 6170 2052 31 836 102 15 88 2 220 2 770 2 412 31
3 3861 458 126 23 303 3255 6 384 230 6|4 3988 27 458 126 23 14885 38 14886 31
4 53 15 11 176 6|7 404 31
5 382 31|3 382 6 552 410 1307 37
3 4286 15 7 2 8 35 425 1250 31 18581 113 74 4 20 872 1595 38 20 1250 58 15273|5 382 31
6 3988 28 6 3988 28 31 3864 181 62 31|7 533 44 866 31
5 20 1936 546 292 302 45 701 13 16 37|1 395 395 94 191 15 47 13473 919 51 3310 38 120 973 303 2022 75 35 16957 2596 94
3 18027 6|6 159 15 11 161 553 16 47 202 31
3 382 31|5 3960 18 175 37
5 32 456 249 224 7557 6|6 382 6
3 382 152 31|1 32 261 44 16 358 3988 458 126 445 4 47 37
2 3363 6|6 97 15 11 70 26 35 206 287 11 44 45 358 11 73 797 244 57 6
7 20 1042 6|3 11 44 45 358 32 31
3 8 7523 31|5 382 395 15 408 15 1252 641 31 11 419 15 6924 734 7585 175 20 1739 2546 31
4 11 21 324 20 2805 31|1 16 21 324 20 2805 31
7 50 2 25 37|6 191 1 58 97 16216 15 204 651 26 435 946 11 96 162 34 460 75 35 13407 562 15 11 349 96 298 13 35 10 15 38 11 349 96 60 16241 303 3513 32 31 320 88 2 555 118 244 16 38 16 125 126 157 11 84 560 31 75 1638 11 161 903 114 1170 2 654 62 1567 1862 16 2888 71 31
7 12060 6 6|2 434 435 6 6 62 8 21 3059 6
6 53 15 382 15 816 15 44 16 622 34 224 70 1217 9849 38 7854 194 76 77 37|2 86 15 11 358 11 34 9 141 230 4914 31 172 37
2 191 15 402 13000 18 4 23 114 777 443 31|5 13 3406 37 59 8 13 3406 37 6 53 114 221 6
1 3903 35 410 572 31 32 395 15 177 461 129 16 458 126 4551 26 37|3 513 567 31
6 11 921 87 35 1059 31 157 71 158 31|7 54 15 54 15 384 175 15 16 210 44 62 31 16 210 44 62 6
2 15947 88 101 37 6|5 54 31 3871 460 486 249 62 555 15 38 11 15 11 358 3905 797 31
7 404 6 404 6 404 6 404 6 3091 6|6 382 15 3858 224 2647 555 15 282 15 95 80 2578 1377 15 16 463 451 31
6 86 15 191 15 836 102 15 11 73 833 80 2470 88 526 31 5569 31|7 11 2591 16 31 11 73 458 126 150 3532 31
2 3861 59 1770 6 6 11 3864 150 1770 6 440 1770 58 244 12821 38 244 12822 6|4 3118 15 97 525 2542 3988 35 12823 15 287 242 44 358 16 353 35 5651 31
2 11 102 31 177 463 242 34 149 57 1993 37|5 1506 514 6
1 191 665|7 3920 460 216 2520 37
5 11 283 11 170 3 107 16 31 193 20 540 871 38 504 31 116 302 45 189 461 31 287 261 11 73 13 16 15 38 242 17 453 15 53 114 221 31|2 162 37
1 11 73 2684 13 7856 6519 249 114 449 20 17369 8503 94|3 53 6 177 2 62 18 37
5 30 6|3 30 6 6 86 6 58 88 574 80 224 11352 15 224 454 381 244 147 37
4 11284 31|3 50 2 25 37
1 53 86 15 9966 5925 71 4 44 62 31|5 16 44 102 88 8748 529 435 37
3 382 15 16 210 347 13 240 6 242 161 189 1520 80 836 6|5 53 15 86 6 853 6 383 16 353 644 6 287 16 34 4 1363 71 20 1335 16 129 205 111 32 88 242 210 654 503 80 224 321 6
7 11 170 8 15 11 170 8 458 126 189 19 114 1167 31|6 53 15 86 357 88 31 32 15 58 88 111 37
5 38 58 57 75 577 20 1757 8352 37|6 97 15 97 15 3903 20 5274 244 20 8353 31
6 86 15 11 102 31 62 5884 71 2617 31|6 11 161 150 62 31
5 50 20 167 58 57 37|3 382 6 9080 6 38 4203 729 15 30 6 11 176 45 102 16 482 87 62 75 836 6
2 236 15 50 2 20 869 37|6 3 15 11 73 203 15 11 73 8 15 11 73 19 80 3304 31
3 926 15 7337 15 35 5274 6|7 62 2 651 194 5740 6
5 404 31 404 15 152 244 2475 71 1975 224 93 94 38 244 2476 114 331 31|7 191 15 2477 235 31 11 87 35 640 2309 31 344 836 31
2 220 6 50 58 224 2398 291 75 525 80 114 11927 6|4 62 2 59 6 11 73 11928 35 2034 31 53 15 11 395 3131 550 11898 31
7 91 11 46 16 15 101 31|2 88 2 640 31 16 102 242 44 45 353 4 445 249 57 101 31 162 15 11 283 57
2 640 15 101 7 2 4607 74 31|3 644 15 242 21 22 44 24 249 88 10 31 57 663 15 11 511 26 103 734 1154 2312 31 62 4608 71 19 6 11 131 70 11 316 45 44 146 6
7 53 15 86 15 28 31|2 53 15 392 15 88 58 509 35 4281 849 6
3 162 37|7 86 15 191 6908 23 111 320 16 8 12675 224 12676 35 425 31
5 62 2081 70 242 16025 3945 3528 175 1154 1757 31 38 320 242 16025 3945 458 126 8023 15 18433 16025 13230 62 23 13 70 35 2189 15 4920 1757 15 88 33 146 88 1154 1757 1404 16025 13230 44 37|2 3490 58 32 277 111 6 57 785 253 58 5747 15 20 3326 253 278 70 35 900 6 50 35 6821 6
3 97 15 97 15 114 139 123 20 637 15 114 5376 58 486 6670 13595 6|1 1843 101 15 237 15 261 16 150 4 20 1042 15 17324 58 59 17327 17328 31 11 8 94 11 928 88 19 17329 244 16 31
1 101 261 105 757 20 8432 80 20 11900 896 105 7714 50 11901 4 23 20 8432 80 35 11902 11903 75 2106 11904 6 177 176 62 150 1 37 6|3 346 57 178 23 269 80 35 2257 1403 31
4 3858 32 13349 435 230 31|7 11 102 31 11 70 62 435 230 31
1 53 15 120 3901 814 31|4 32 62 302 8 23 71 158 37
3 382 482 6|5 382 6
4 1843 15 1843 15 1843 15 11 322 15 11 322 15 11 15 382 15 11 322 516 20 2312 244 63 1577 31|2 72 15 11 5 16 50 15 11 161 553 57 4 16 101 320 16 210 5 71 254 242
5 53 15 221 31|3 16 21 508 31
7 3925 6 6|4 11 757 26 6 165 1252 15 384 230 6 88 58 794 172 3871 384 230 4 445 4 16 54 37
5 11 316 45 749 16 46 240 4 1058 16008 6|2 86 15 53 114 16552 73 32 145 31
3 191 11 3864 102 320 11 237 794 287 15 6862 190 277 249 67 38 1177 38 569 38 7580 31|1 382 6
1 191 15 220 2391 4 232 4422 37 59 449 615 4 344 47 945 390 31 177 210 11 23 54 13 57 37|2 11 102 15 287 50 129 242 458 126 44 37 120 162 2755 57 692 31
5 86 15 191 5502 15 62 8 21 71 486 866 15 172 302 730 532 46 4 150 216 991 37|2 172 37 6 4 5644 224 562 6 4 13474 224 3293 6 4 10713 224 318 244 525 232 4 20 599 6
4 1799 31|1 97 162 15 11 283 15 11 283 15 221 15 11 463 1975 35 1076 31
5 54 15 35 425 10474 15 35 425 10474 31 3871 1515 88 114 375 644 58 15 114 375 1076 6767 6|7 3960 114 186 416 37
2 6368 6 3936 347 31 3866 114 238 31|1 50 35 8071 347 37
5 120 2 28 15 62 2 2318 31 2318 2317 31 53 114 221 31 11 83 2319 75 303 2320 2321 13 2318 2317 6 58 62 35 2321 37 346 62 2 303 2322 31 53 15 86 15 88 58 20 574 4 2323 175 15 16 510 6|7 86 15 11 73 159 31 11 73 8 1109 104 20 1306 15 75 303 2320 2321 31
3 893 129 283 6 6 6|6 11 3997 749 88 6 101 20 296 381 168 80 114 6935 13620 58 57 6013 31 11 180 16 35 461 38 166 3436 31
6 148 15 86 31 11 358 726 5871 637 106|4 3339 31
4 20 692 58 75 5049 31|4 53 15 221 6 392 15 1494 181 24 31
1 91 236 15 3861 203 3858 8|6 15251 210 6
6 97 31 43 16 353 88 31 97 15 62 2 54 15 152 31|7 392 15 149 71 44 24 31
4 86 31 122 7528 6|7 122 31 11 8 1181 4 7585 15 38 120 5733 16 31 16 21 62 15 16 21 20 692 31
3 382 31|4 176 16 102 7 170 75 1 37
2 3936 1102 16 1 75 63 1267 31|5 54 6
5 11 316 45 749 57 6 50 20 167 106 16 486 37|1 11 3175 11 283 15 527
5 53 15 384 175 6|7 419 17314 6 177 640 58 57 6
2 97 15 230 2 224 1307 31|4 152 15 16 210 8 452 62 175 20 675 31
4 72 15 384 175 94 72 15 16 482 31 242 17 32 203 242 17 1108 31 392 149 240 75 15 32 242 210 34 65 453 31|2 97 6 851 2 2188 31 20 2698 2 8902 19 38 20 94 20 2744 58 27 18006 31
6 86 15 2396 16 374 176 851 16 463 31|4 1843 15 16 102 50 15 583 71 15 149 71 8 344 50 713 11 210 44 31 27 28 15 91 15 91 31 172 44 45 16 8 149 47 48 175 867 5766 5784 31 11 283 15 16 970 45 60 23 230 31 16 44 45 766 47 31 62 2 59 458 126 4090 16 383 31
4 5916 221 31|1 3302 94 16 17 395 15 16 17 15 16 17 431 71 37
7 360 129 249 4 150 1617 6|6 53 15 221 31 44 16 237 20 16624 6318 88 242 710 4 34 37 884 141 15 578 249 16 38 204 37
6 53 15 54 31 191 15 32 5 71 851 249 114 765 31 851 31|7 148 15 191 31 282 242 106 284 453 15 75 1638 20 87 35 7027 244 20 918 80 240 31
4 50 44 16 15 50 44 16 283 37|2 191 101 15 11 150 4 1152 114 2212 13 20 296 64 11 162 318 6 11 283 15 11 150 27 326 256 801 67 4 445 4 64 11 3864 60 70 6
7 4913 1737 15 2249 10619 15 38 10620 31|3 88 2 59 1017 94 97 15 11 44 45 15 97 94 851 2 2036 230 94 11 46 4 48 814 31 11 94 11 847 114 911 31 11 847 20 151 1757 31 11 316 45 60 237 50 236 278 70 31
7 3988 249 12741 763 15916 15 32 3988 175 224 526 31 62 622 463 186 35 425 657 564 31 320 3988 15069 1 129 35 372 1199 4 451 360 2622 31|1 44 767 6 6
7 57 58 162 775 244 71 4 181 31|7 53 221 15 16 4086 324 20 6197 31
4 53 15 11 102 31|1 2965 384 6 172 44 45 16 384 37
5 54 31|3 53 6 38 32 20 4042 80 331 6192 15 38 10827 6
7 50 37|2 53 15 11 316 45 1592 244 4883 37
7 91 15 11 21 22 48 31 11 73 175 193 402 31 344 16 1856 31|6 54 31
7 32 395 15 44 16 385 141 230 37|3 86 6 86 6 28 92 1 31 382 330 2143 149 71 553 16 35 425 426 31 44 59 189 35 5937 175 57 10914 241 16 210 3218 435 13 224 1321 1587 31
6 16 102 15 62 2 32 16179 88 16 38 29 34 498 1563 540 244 32 461 38 11 349 96 1378 249 16 31|3 86 15 88 2 946 242 87 35 840 80 35 1995 19 31 6642 275 114 184 13 35 872 31
6 53 15 320 11 106 15 2237 11 34 9798 10829 435 38 92 114 168 5222 37|2 404 6 6
3 302 16 149 62 48 204 31 62 170 8 35 89 31 62 33 45 283 94|1 53 15 53 31 53 15 53 31 53 57 58 62 31 53 114 221 62 2 1059 443 31 1059 443 31
3 86 31 172 129 16 440 32 2011 37|5 191 15 3861 9376 16 31 11 283 15 67 68 13 303 7221 729 80 488 893 558 23 165 9377 244 16 31
1 38 75 114 11522 15 20 787 1879 778 175 4 71 6|5 16 34 97 345 664 443 101 28 37
5 236 15 11 403 16 4 1519 20 100 6|6 11 102 15 3861 203 6 287 5502 15 57 100 58 111 6 222 96 60 1223 20 540 100 31
5 86 287 16 3864 14856 58 57 37|1 7216 6
2 392 15 34 9 6|1 53 15 5907 6
7 59 1060 31|4 86 37 11 73 203 249 224 1908 31
2 1 16 48 6|3 699 271 4044 6242
5 2959 224 93 2181 37|3 59 32 277 31
1 179 15 16 178 384 431 815 6 3936 1621 16 525 80 114 540|4 53 114 221 6 29 2296 194 975 80 1154 1155 15 8 607 75 230 6
7 116 1239 16 87 1506 567 80 4772 503 38 16 3997 452 35 9003 175 88 130 31|7 242 162 44 131 1060 249 57 866 31
2 86 15 50 15 44 16 358 3905 1505 37|3 3988 59 1505 31 3988 10353 272 11 748 31
4 384 175 16 482 6 50 129 291 37 6 11 748 242 106 20 1496 3144 6|7 86 31 88 176 45 12 19 31
1 674 6|6 11 83 32 203 16 21 511 75 20 79 80 88 31 11 176 45 283 4 23 32 19 1 31 11 83 11936 13 26 6
3 16 102 50 16 178 16025 2071 493 15 16 178 34 183 883 88 425 641 31|4 122 6
4 1843 94 17964 94|4 1843 94
7 598 4 20 225 31 11 73 395 15 1342 7386 2143 11 73 4550 80 20 11583 9513 31|1 53 122 6 204 1179 31 38 57 58 114 1076 236 31
7 1383 236 15 106 16 532 75 35 6255 37|6 80 728 6 86 15 11 170 395 15 665 8794 14637 14638 31
2 90 27 224 146 302 23 230 31|5 191 15 50 320 27 114 146 170 230 37
3 2028 15 172 15 172 15 172 37|6 946 16 161 61 47 1357 15 701 13 47 38 90 1112 120 18025 6
7 53 15 35 9181 9182 244 9183 31|6 53 31
4 4349 31|2 27 28 15 91 15 11 717 57 464 277 464 16 15 287 320 62 967 16 131 111 15 3858 27 224 4495 31
5 11 102 6 17637 62 2 20 9571 675 31|3 27 28 15 16 102 50 37 242 44 45 34 35 2561 31 62 2 70 11 302 34 228 75 88 18544 2199 320 11 110 2023 20 574 31 18545 129 1154 736 75 1 15 242 34 4 150 767 19 6 60 320 11 34 4 11047 20 1401 1138 381 75 114 331 2143 114 18546
7 287 70 177 37|1 191 3054 3864 102 244 239 31 287 75 114 281 1222 4641 24 70 57 31 80 728 15 57 58 8 14471 31 54 15 3903 395 15 3903 27 244 147 31 395 279 14472 15 210 11 344 16 244 35 407 37
3 457 15 282 3858 293 2188 15 32 177 249 11 173 114 8864 175 15 38 553 16 27 35 8865 104 20 410 146 37|4 27 28 15 3861 458 126 654 269 4971 6
4 2028 2028 2028 31 2028 2028 2028 2028 31 2028 2028 2028 31 2028 31 2028 31 2028 31 2028 31|2 122 31 395 15 114 1076 230 170 377 92 1154 2829 1078 15 38 38 120 4086 324 20 3353 38 1093 34 1096 47 1836 241 241 4087 241 24 31
7 191 15 11 44 45 358 1 58 383 4 44 31 11 283 11 358 16 17 162 263 15 287 11 73 8 59 5026 75 16 70 88 31|3 53 6
5 28 15 159 15 11 161 44 62 15 287 97 578 31|2 991 15 38 97 3774 31
7 3861 9226 31|4 53 11 150 62 6 35 644 4599 6
5 191 15 11 15 11 178 48 75 1 31|1 97 31 97 15 97 31 120 33 45 46 4 344 16 28 101 31
7 50 249 62 37|1 746 71 74 114 2837 31
7 11 228 62 170 2387 31 2387 80 16 15 220 1732 15 1599 220 33 313 120 1015 75 425 220 4314 31|3 2204 15 292 58 57 10 37
6 88 58 32 936 6 172 37 172 302 35 937 416 1062 939 2834 37|5 382 15 88 2837 2 21 35 204 175 2106 1650 6
1 50 37 2028 6|2 57 58 8 2399 31 62 970 45 1159 31
4 53 114 221 6 176 16 1571 224 652 4071 6 176 16 1571 27 20 12545 6|7 44 16 46 71 4 1571 217 37
2 172 58 62 1770 37|4 946 3858 9478 3090 6 3858 70 8224 3204 6655 431 244 65 6
5 50 58 18 175 37|7 3905 243 244 20 1720 31 879 19 20 1720 6
7 53 114 221 6 14588 1732 37 6|4 13736 6
4 404 15 38 6742 31|5 50 129 16 15 154 6743 6744 6 124 15 1859 31 122 15 11 73 32 620 88 16 1877 15 11 102 11 349 460 3868 35 162 118 4654 31 38 15 62 2 8 946 11 73 2617 249 16 15 38 11 8 21 94 1505 15 38 15 38 2403 15 38 94 6745 35 1804 80 269 514 31 11 73 203 31 162 37 6 162 37 6
5 35 425 1108 244 88 31|3 72 15 7329 435 15 16 21 22 44 24 31
5 63 988 15 88 563 6|4 32 176 16 774 435 13 7585 37
2 11 102 88 4186 33 24 15 54 37 2965 11 51 92 4 299 387 38 21 371 31 27 11 87 4 44 170 766 2643 2632 38 40 75 729 244 918 988 31|4 530 6 320 296 269 64 169 31
3 53 382 287 15 107 16 482 44 88 11 353 4 445 4 16 15 38 204 15 11 353 4 445 4 16 31|6 53 38 11 353 4 445 4 16 31
2 177 110 16 766 244 767 37|4 395 15 724 768 31
4 177 1853 1199 129 1 4 44 88 37|6 7427 8 340 15 3864 4139 19 432 3988 35 1311 763 239 31
2 97 15 97 15 97 31 105 181 62 2 20 429 464 20 1290 194 20 426 80 35 10 2 1291 4 20 426 80 726 1292 1169 31|3 88 2 1293 6
4 1416 6|6 12332 13081 37
4 287 29 15 11 3864 358 204 1015 71 4 1876 734 726 2312 38 15101 726 331 70 88 31 11 15492 7 33 31|1 97 1705 302 318 4 23 141 244 16 38 20 1059 31 38 3054 210 8 357 62 70 175 35 7417 14980 31
6 53 15 97 15 11 2260 88 3858 118 88 16 296 34 2082 101 31|2 53 114 221 31 40 35 1183 15 11 87 767 452 53 114 221 6 3858 75 20 9060 6 53 114 221 6
5 1946 31 1946 31 3228 1587 1067 31|1 191 15 3229 131 37
5 11 169 62 6 6 6 6|2 16 87 97 28 4 48 19 13 26 31
6 191 15 11 748 16 634 47 261 12158 16 216 47 31|1 242 106 4220 6 11 6982 216 395 15 29 13 88 4524 80 6309 6
2 32 50 6 464 461 464 3866 59 325 35 1756 708 38 35 963 11 3864 1520 31|6 54 15 11 358 11 353 4 44 9 1319 31
2 97 15 16 3864 46 57 31 11 46 4 34 224 6935 143 9462 31|6 16 283 20 1664 6014 143 9462 37
1 6862 2189|7 2189 151 6 6 6 16 510 6 6 16 106 458 126 2655 2189 151 27 431 71 15 991 37 6 6 50 129 16 8 9 226 15 3890 15 1505 15 8554 510 15 13 35 8554 510 8555 15 991 37 6 991 37 6
3 38 237 313 861 435 777 31 54 37 38 7329 15 16394|2 166 1570 6
